B1,B2,B3,B4,B5,B6,B7,Chl-a
1180,1417,1637,1440,236,362,431,17.09
1073,1268,1476,1324,180,326,393,16.96
822,996,1222,918,220,440,362,7.38
1248,1473,1681,1498,375,477,531,11.65
1328,1641,1888,1579,681,832,709,5.88
1053,1254,1506,1335,139,247,328,16.99
1175,1396,1615,1454,291,344,416,11.33
1141,1387,1636,1337,446,689,579,6.4
1278,1588,1835,1542,618,750,644,6.85
1341,1650,1897,1597,698,853,731,5.88
1273,1575,1814,1539,610,764,649,6.83
1023,1194,1410,1188,117,201,288,15.48
1315,1582,1544,1400,502,653,467,12.61
1151,1394,1610,1409,184,312,383,7.58
1003,1177,1401,1188,116,199,282,15.38
1199,1379,1502,1391,506,503,514,10.79
769,932,1161,882,203,377,300,8.52
987,1231,1472,1175,228,443,376,5.75
1012,1251,1475,1254,119,169,256,12.4
1168,1419,1677,1566,375,226,307,16.65
1227,1462,1704,1568,400,361,422,17.46
1114,1368,1581,1392,172,300,373,7.34
1304,1593,1843,1555,631,803,676,6.37
1201,1436,1670,1463,258,369,436,18.82
883,1068,1300,971,326,520,436,8.95
1033,1196,1406,1193,121,210,296,16.3
1289,1548,1781,1557,320,451,504,8.61
1150,1338,1527,1374,256,366,434,13.36
1342,1606,1837,1623,392,510,554,7.45
1277,1539,1786,1648,487,423,478,12.83
1213,1465,1702,1574,400,333,395,18.47
1122,1328,1557,1414,298,236,319,17.22
1114,1350,1580,1384,157,279,358,7.25
1210,1443,1698,1578,395,336,404,16.42
1276,1592,1856,1563,655,817,689,6.38
1075,1262,1480,1333,216,285,360,18.33
1030,1197,1403,1202,125,220,303,17.52
1099,1298,1531,1344,180,301,373,14.46
1134,1368,1566,1423,293,353,412,9.79
1263,1529,1737,1577,395,401,460,8.62
1253,1519,1747,1630,439,340,407,15.18
1195,1421,1650,1568,565,316,389,18.94
1006,1188,1391,1189,121,184,278,17.62
993,1227,1487,1210,309,543,444,6.37
1192,1424,1655,1433,202,323,404,8.69
1019,1200,1397,1197,126,230,307,18.43
1272,1554,1788,1687,478,326,393,17.16
863,1062,1560,1119,97,73,139,4.16
1676,2250,2431,2304,1927,1624,1585,7.27
1218,1458,1688,1553,344,289,360,15.76
1245,1519,1748,1619,397,300,375,15.09
1230,1489,1715,1519,311,400,464,8.32
1068,1258,1516,1336,141,249,322,16.45
1139,1369,1602,1398,197,344,405,16.89
1137,1365,1579,1463,382,231,311,15.74
1257,1573,1826,1528,595,753,637,5.89
1247,1486,1725,1537,450,376,435,11.3
1249,1501,1747,1566,474,407,466,15.92
1179,1436,1648,1525,308,251,334,18.9
864,1061,1256,1002,100,327,260,7.72
1050,1294,1535,1260,296,518,436,6.8
1043,1227,1451,1305,175,261,332,18.57
1168,1451,1666,1507,311,339,404,7.79
1065,1245,1488,1317,142,276,358,17.16
1113,1369,1609,1410,197,298,379,7.93
1049,1239,1485,1312,135,254,331,17.48
1245,1523,1766,1649,405,299,373,14.34
1161,1403,1651,1516,355,247,325,16.95
1249,1507,1739,1560,368,420,471,9.29
1029,1202,1410,1198,117,202,293,17.57
1175,1394,1583,1471,471,267,341,16.51
1177,1431,1646,1534,415,301,366,14.88
871,1068,1291,1011,230,461,377,7.95
1189,1454,1706,1569,344,258,340,15.24
1230,1482,1719,1603,461,298,364,17.34
1141,1413,1654,1353,454,649,550,6.0
1201,1436,1682,1552,386,273,346,15.59
1308,1548,1748,1575,479,571,601,11.4
906,1044,1460,961,78,66,139,4.68
858,1056,1248,990,100,324,261,5.95
1097,1349,1597,1311,395,638,531,5.69
1136,1385,1645,1356,458,680,564,6.61
1051,1299,1545,1304,403,597,494,8.16
1068,1258,1499,1329,145,295,369,18.79
1336,1630,1889,1729,490,408,475,12.68
1163,1414,1628,1510,327,265,347,15.89
1091,1321,1575,1314,491,638,531,6.61
1390,1701,1888,1624,774,859,700,6.77
1204,1425,1611,1460,343,453,501,8.26
1161,1411,1620,1441,199,302,382,9.42
872,1073,1287,1000,256,470,384,7.31
1067,1255,1470,1300,140,268,346,17.62
1173,1418,1661,1537,357,250,324,16.3
1283,1526,1693,1552,448,523,559,8.13
1059,1279,1507,1271,122,173,283,12.44
1308,1560,1760,1578,419,484,532,13.16
1221,1476,1702,1587,444,358,411,15.85
1183,1422,1644,1455,241,332,408,8.67
1265,1571,1811,1680,435,345,410,13.87
1233,1498,1722,1600,423,328,391,16.4
1218,1474,1728,1618,424,271,347,16.61
1210,1476,1717,1606,432,264,342,16.48
1033,1208,1439,1285,148,251,337,18.41
1161,1397,1646,1516,342,236,317,17.16
1146,1398,1636,1350,456,683,579,6.44
784,1061,1479,1216,96,414,239,7.9
1009,1171,1399,1254,142,208,296,18.84
1239,1488,1711,1504,300,414,479,6.61
1072,1286,1503,1302,138,250,330,6.65
1105,1292,1543,1370,449,293,361,17.02
1239,1499,1732,1565,390,386,447,8.32
1129,1389,1634,1331,458,689,579,6.44
1135,1354,1533,1378,260,357,423,13.51
1081,1279,1496,1338,159,285,356,16.83
1223,1467,1693,1578,479,334,396,15.15
1244,1519,1759,1478,553,731,616,6.68
1241,1496,1739,1609,415,326,394,18.42
846,1032,1271,938,255,495,408,7.66
978,1147,1397,1205,113,170,258,18.4
1090,1349,1592,1296,391,625,521,5.83
1212,1439,1676,1475,277,384,443,18.08
1013,1191,1447,1246,124,222,301,17.94
880,1015,1227,1003,80,98,149,18.88
1206,1409,1598,1432,307,409,475,12.66
1205,1449,1677,1497,329,372,444,10.32
1025,1211,1402,1205,130,238,313,17.13
1222,1476,1722,1596,388,282,363,15.93
1157,1414,1681,1370,474,705,598,6.95
1131,1393,1652,1355,456,687,579,6.29
1282,1550,1797,1688,487,344,405,16.86
1140,1404,1647,1362,482,709,593,7.68
1111,1337,1537,1386,229,313,389,9.65
1061,1248,1464,1313,143,285,355,18.43
1377,1707,1970,1688,753,900,766,6.2
1205,1464,1714,1574,412,341,407,18.44
1237,1467,1669,1485,299,398,464,12.38
856,1039,1274,957,272,499,411,7.95
1157,1394,1651,1510,283,258,337,16.79
879,1092,1324,1022,97,331,259,6.95
1123,1382,1595,1401,155,306,376,12.49
1146,1416,1646,1344,455,644,549,5.91
1392,1729,1968,1695,764,915,776,5.94
953,1119,1346,1131,101,142,228,16.32
1132,1385,1633,1371,499,686,582,7.58
1223,1464,1708,1560,390,349,411,17.52
1187,1445,1652,1485,296,376,431,10.71
1035,1231,1455,1258,127,214,305,11.74
1147,1365,1584,1386,210,341,414,9.17
1205,1456,1687,1560,393,287,364,15.62
1116,1341,1572,1371,155,307,382,6.86
822,983,1221,900,224,433,363,8.89
1019,1196,1402,1194,120,213,299,15.0
1144,1350,1588,1468,357,243,319,16.97
1026,1205,1413,1207,118,209,297,16.86
1169,1408,1637,1520,405,282,363,16.33
1073,1268,1518,1345,141,259,330,17.73
1234,1507,1714,1529,293,404,455,7.54
1228,1458,1700,1587,430,335,407,16.09
1205,1443,1691,1553,370,300,375,18.19
1221,1443,1702,1557,378,345,414,17.87
1187,1419,1633,1546,547,324,390,14.44
840,1009,1268,940,253,480,394,7.28
1272,1548,1806,1667,431,328,404,15.3
1120,1347,1574,1367,149,284,361,7.39
1025,1205,1453,1265,128,237,313,18.66
1149,1378,1600,1466,269,260,344,18.55
1195,1455,1681,1560,448,313,385,17.13
1236,1526,1764,1475,557,719,610,6.65
1054,1283,1502,1305,133,230,312,6.72
1209,1483,1729,1584,373,313,387,18.06
1111,1331,1561,1361,159,302,378,6.94
1126,1357,1607,1321,436,676,570,5.87
1194,1448,1698,1583,396,288,358,15.62
1132,1382,1613,1414,206,310,387,7.67
918,1220,1522,1195,145,400,327,6.12
1015,1193,1405,1178,123,209,293,18.31
869,1074,1274,1012,104,326,260,6.03
1252,1505,1711,1510,299,447,502,9.22
1207,1480,1719,1603,417,315,387,17.63
1067,1254,1485,1317,143,290,363,17.58
1247,1536,1781,1665,406,317,391,14.76
1260,1523,1721,1532,313,465,506,9.16
762,835,1157,754,62,27,38,5.14
1197,1436,1644,1477,296,356,432,9.04
1212,1459,1696,1572,409,283,358,16.48
994,1172,1407,1218,117,179,266,18.39
1235,1505,1732,1610,463,336,391,16.67
1341,1688,1941,1648,711,860,735,6.03
954,1128,1277,1083,101,149,243,15.33
1254,1510,1732,1628,620,397,455,18.36
1240,1486,1728,1610,417,317,385,17.88
1104,1345,1555,1358,146,262,337,11.65
1322,1638,1867,1586,670,836,709,5.88
1267,1583,1853,1561,648,782,664,6.85
1021,1215,1464,1258,125,233,317,17.35
1019,1253,1480,1169,195,470,385,6.65
1225,1483,1744,1653,443,298,376,15.77
862,1063,1277,1006,104,326,261,8.48
1127,1351,1594,1467,333,214,301,14.02
1323,1634,1888,1611,638,786,671,6.34
795,1131,1570,1362,132,647,548,5.26
830,1025,1229,977,95,327,259,5.52
1115,1368,1587,1408,181,307,377,10.37
1251,1492,1754,1618,419,346,410,15.54
1149,1347,1565,1442,413,234,320,18.76
1207,1456,1706,1577,357,266,347,14.49
1045,1228,1454,1241,133,231,324,18.76
1135,1384,1591,1417,217,318,387,8.18
1134,1388,1648,1344,467,700,597,7.13
1294,1571,1803,1588,377,511,546,7.01
1086,1292,1499,1343,196,270,352,17.39
1336,1645,1890,1604,683,839,713,5.88
1213,1451,1708,1584,393,270,355,16.72
1243,1647,1993,1734,788,962,852,7.86
1001,1208,1425,1220,119,180,272,11.48
966,1238,1479,1225,300,515,428,7.0
1242,1492,1737,1621,435,319,390,15.33
1035,1206,1453,1269,136,261,340,18.15
1147,1410,1665,1367,477,711,594,7.6
1247,1492,1719,1619,591,347,416,17.13
1265,1505,1721,1613,511,401,455,14.77
1167,1428,1699,1578,384,226,316,16.84
1149,1422,1668,1354,442,658,557,6.22
1095,1282,1517,1340,150,322,384,18.72
1173,1396,1617,1448,285,332,411,11.88
1234,1486,1718,1582,396,361,429,10.62
1106,1362,1601,1317,428,669,560,5.44
1132,1401,1658,1367,488,724,603,8.04
1200,1425,1656,1491,540,379,434,15.43
888,1108,1343,1072,158,403,332,6.32
1216,1473,1719,1582,361,279,360,15.65
1183,1417,1632,1431,245,373,431,10.67
914,1267,1638,1417,145,603,459,11.09
945,1163,1393,1087,130,354,287,5.43
930,1063,1268,1046,98,162,250,15.35
1175,1414,1658,1455,264,366,441,17.2
1132,1394,1649,1353,455,668,560,6.8
1229,1492,1740,1610,381,287,376,16.12
1125,1382,1648,1349,474,707,591,7.82
1217,1468,1688,1596,419,328,391,17.57
1177,1415,1651,1476,281,316,387,8.28
1236,1516,1754,1634,397,282,354,15.0
1206,1445,1676,1475,276,379,451,17.16
776,845,1174,763,64,24,32,4.57
750,820,1166,752,61,20,21,4.87
1189,1418,1626,1429,232,356,422,6.82
1119,1350,1583,1371,174,283,373,7.42
1185,1424,1695,1583,386,232,318,16.77
1254,1501,1713,1512,302,417,473,6.97
1228,1462,1719,1599,410,293,373,15.44
1045,1218,1417,1232,138,236,330,4.98
990,1224,1443,1131,159,429,346,6.54
1336,1667,1926,1627,719,858,726,6.13
1222,1443,1624,1481,400,474,517,9.34
1198,1433,1673,1551,431,345,410,15.86
1119,1388,1635,1344,455,694,576,6.11
1045,1231,1473,1303,140,270,344,18.21
1065,1260,1502,1325,147,307,378,18.82
1019,1199,1410,1209,124,203,294,18.2
1071,1298,1514,1300,136,273,353,8.49
1162,1412,1626,1426,199,330,393,7.5
1007,1165,1360,1145,110,193,276,15.15
1261,1516,1739,1533,315,427,487,6.74
1195,1421,1651,1449,272,397,465,9.4
989,1166,1403,1212,114,180,264,18.85
1123,1381,1618,1343,440,672,565,6.62
1245,1535,1771,1649,408,306,387,15.68
1291,1624,1886,1586,646,798,679,6.0
1131,1389,1651,1353,461,698,579,6.48
1258,1510,1743,1561,353,453,499,8.74
1195,1449,1696,1588,402,250,334,17.54
1091,1310,1529,1331,142,262,347,13.87
1044,1237,1431,1287,147,281,355,13.31
1059,1273,1495,1294,137,259,335,11.33
970,1119,1346,1116,101,145,229,16.3
1009,1182,1391,1179,110,176,271,16.98
1142,1410,1658,1355,459,678,573,6.74
1156,1414,1655,1555,361,213,296,16.55
1163,1400,1622,1429,205,321,396,7.24
912,1051,1269,1034,82,108,177,16.0
871,1061,1282,977,267,493,411,7.98
1139,1366,1599,1481,357,238,318,17.16
1121,1356,1594,1392,161,264,350,7.18
1123,1388,1642,1344,446,691,577,6.17
888,1102,1337,1026,99,332,264,6.49
1135,1384,1639,1362,465,691,576,6.23
